Precinct TEVS,Ballot Page,ballot Side,Ballot Batches,Contest TEVS,Choice TEVS,TEVS Voteops Marked,TEVS Total Voteops,TEVS Voteops not Marked,TEVS Over Votes,Precinct HART,Contest HART,Choice HART,HART Count,HART Ballots,Votes Counted TEVS Minus HART,Total Voteops TEVS Minus HART,ABS Votes Counted TEVS Minus HART,ABS Total Voteops TEVS Minus HART,Margin,Error Pct,Sort Key
000012,1,1,033 214,USREP,JARED_W_HUFFMAN,11,17,6,0,~  1F--7,US REPRESENTATIVE IN CO,JARED W. HUFFMAN,11,17,0,0,0,0,24838,   0.00%,"1F--7.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.JARED W. HUFFMAN"
000012,1,1,033 214,USSEN,KAMALA_D_HARRIS,9,17,8,0,~  1F--7,US SENATOR,KAMALA D. HARRIS,9,17,0,0,0,0,16452,   0.00%,1F--7.US SENATOR.KAMALA D. HARRIS
000012,1,1,033 214,USSEN,LORETTA_L_SANCHEZ,4,17,13,0,~  1F--7,US SENATOR,LORETTA L. SANCHEZ,4,17,0,0,0,0,16452,   0.00%,1F--7.US SENATOR.LORETTA L. SANCHEZ
000013,2,3,003 039 066 067 154 155 224 234,MEAS_L,BONDS_NO,342,677,335,3,~  1FS,MEASURE L FERNDALE UNIF,BONDS NO,344,680,-2,-3,2,3,112,   1.79%,1FS.MEASURE L FERNDALE UNIFIED SCHOOL DISTRICT BOND MEASURE..BONDS NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_L,BONDS_YES,309,677,368,3,~  1FS,MEASURE L FERNDALE UNIF,BONDS YES,310,680,-1,-3,1,3,112,   0.89%,1FS.MEASURE L FERNDALE UNIFIED SCHOOL DISTRICT BOND MEASURE..BONDS YES
000013,2,3,003 039 066 067 154 155 224 234,MEAS_Q,NO,354,677,323,0,~  1FS,MEASURE Q HUMBOLDT COUN,NO,354,680,0,-3,0,3,3886,   0.00%,1FS.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_Q,YES,221,677,456,0,~  1FS,MEASURE Q HUMBOLDT COUN,YES,221,680,0,-3,0,3,3886,   0.00%,1FS.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..YES
000013,2,3,003 039 066 067 154 155 224 234,MEAS_R,NO,378,677,299,0,~  1FS,MEASURE R HUMBOLDT COUN,NO,378,680,0,-3,0,3,1729,   0.00%,1FS.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_R,YES,205,677,472,0,~  1FS,MEASURE R HUMBOLDT COUN,YES,205,680,0,-3,0,3,1729,   0.00%,1FS.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..YES
000013,2,3,003 039 066 067 154 155 224 234,MEAS_S,NO,237,677,440,1,~  1FS,MEASURE S HUMBOLDT COUN,NO,237,680,0,-3,0,3,18018,   0.00%,1FS.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_S,YES,406,677,271,1,~  1FS,MEASURE S HUMBOLDT COUN,YES,407,680,-1,-3,1,3,18018,   0.01%,1FS.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000013,2,3,003 039 066 067 154 155 224 234,MEAS_U,NO,415,677,262,0,~  1FS,MEASURE U LOCAL TRANSPO,NO,415,680,0,-3,0,3,1298,   0.00%,1FS.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_U,YES,213,677,464,0,~  1FS,MEASURE U LOCAL TRANSPO,YES,213,680,0,-3,0,3,1298,   0.00%,1FS.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000013,2,3,003 039 066 067 154 155 224 234,MEAS_V,NO,394,677,283,1,~  1FS,MEASURE V MOBILE HOME P,NO,394,680,0,-3,0,3,5114,   0.00%,1FS.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000013,2,3,003 039 066 067 154 155 224 234,MEAS_V,YES,219,677,458,1,~  1FS,MEASURE V MOBILE HOME P,YES,220,680,-1,-3,1,3,5114,   0.02%,1FS.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,DONALD_J_TRUMP,379,680,301,0,~  1FS,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,379,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,GARY_JOHNSON,37,680,643,1,~  1FS,PRESIDENT AND VICE PRES,GARY JOHNSON      and,37,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,GLORIA_ESTELA_LA_RIVA,3,680,677,0,~  1FS,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,3,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,HILLARY_CLINTON,207,680,473,0,~  1FS,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,207,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,JILL_STEIN,13,680,667,0,~  1FS,PRESIDENT AND VICE PRES,JILL STEIN      and A,13,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000013,1,1,003 039 065 066 154 155 224 229 234,PRES,Write_in,23,680,657,0,~  1FS,PRESIDENT AND VICE PRES,Write_in,23,680,0,0,0,0,14827,   0.00%,1FS.PRESIDENT AND VICE PRESIDENT.Write_in
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_51,NO,441,680,239,0,~  1FS,PROPOSITION 51 SCHOOL B,NO,441,680,0,0,0,0,650,   0.00%,1FS.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_51,YES,202,680,478,0,~  1FS,PROPOSITION 51 SCHOOL B,YES,202,680,0,0,0,0,650,   0.00%,1FS.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_52,NO,283,680,397,2,~  1FS,PROPOSITION 52 MEDI-CAL,NO,283,680,0,0,0,0,21622,   0.00%,1FS.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_52,YES,339,680,341,2,~  1FS,PROPOSITION 52 MEDI-CAL,YES,341,680,-2,0,2,0,21622,   0.01%,1FS.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_53,NO,295,680,385,3,~  1FS,PROPOSITION 53 REVENUE ,NO,296,680,-1,0,1,0,3571,   0.03%,1FS.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_53,YES,319,680,361,3,~  1FS,PROPOSITION 53 REVENUE ,YES,322,680,-3,0,3,0,3571,   0.08%,1FS.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_54,NO,244,680,436,3,~  1FS,PROPOSITION 54 LEGISLAT,NO,245,680,-1,0,1,0,13854,   0.01%,1FS.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_54,YES,372,680,308,3,~  1FS,PROPOSITION 54 LEGISLAT,YES,374,680,-2,0,2,0,13854,   0.01%,1FS.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_55,NO,344,680,336,5,~  1FS,PROPOSITION 55 TAX EXTE,NO,346,680,-2,0,2,0,21661,   0.01%,1FS.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000013,1,1,003 039 065 066 154 155 224 229 234,PROP_55,YES,291,680,389,5,~  1FS,PROPOSITION 55 TAX EXTE,YES,292,680,-1,0,1,0,21661,   0.00%,1FS.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_56,NO,333,680,347,2,~  1FS,PROPOSITION 56 CIGARETT,NO,334,680,-1,0,1,0,11223,   0.01%,"1FS.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.NO"
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_56,YES,312,680,368,2,~  1FS,PROPOSITION 56 CIGARETT,YES,312,680,0,0,0,0,11223,   0.00%,"1FS.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.YES"
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_57,NO,339,680,341,3,~  1FS,PROPOSITION 57 CRIMINAL,NO,339,680,0,0,0,0,20308,   0.00%,1FS.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_57,YES,292,680,388,3,~  1FS,PROPOSITION 57 CRIMINAL,YES,294,680,-2,0,2,0,20308,   0.01%,1FS.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_58,NO,205,680,475,1,~  1FS,PROPOSITION 58 ENGLISH ,NO,205,680,0,0,0,0,31714,   0.00%,1FS.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_58,YES,418,680,262,1,~  1FS,PROPOSITION 58 ENGLISH ,YES,420,680,-2,0,2,0,31714,   0.01%,1FS.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_59,NO,326,680,354,1,~  1FS,PROPOSITION 59 CORPORAT,NO,327,680,-1,0,1,0,12291,   0.01%,1FS.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_59,YES,258,680,422,1,~  1FS,PROPOSITION 59 CORPORAT,YES,259,680,-1,0,1,0,12291,   0.01%,1FS.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_60,NO,400,680,280,0,~  1FS,PROPOSITION 60 ADULT FI,NO,400,680,0,0,0,0,12900,   0.00%,1FS.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_60,YES,209,680,471,0,~  1FS,PROPOSITION 60 ADULT FI,YES,209,680,0,0,0,0,12900,   0.00%,1FS.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_61,NO,353,680,327,0,~  1FS,PROPOSITION 61 STATE PR,NO,353,680,0,0,0,0,5820,   0.00%,1FS.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_61,YES,256,680,424,0,~  1FS,PROPOSITION 61 STATE PR,YES,257,680,-1,0,1,0,5820,   0.02%,1FS.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_62,NO,447,680,233,2,~  1FS,PROPOSITION 62 DEATH PE,NO,448,680,-1,0,1,0,1617,   0.06%,1FS.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_62,YES,187,680,493,2,~  1FS,PROPOSITION 62 DEATH PE,YES,187,680,0,0,0,0,1617,   0.00%,1FS.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..YES
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_63,NO,444,680,236,0,~  1FS,PROPOSITION 63 FIREARMS,NO,444,680,0,0,0,0,2518,   0.00%,1FS.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..NO
000013,1,2,003 039 065 066 154 155 224 229 234,PROP_63,YES,203,680,477,0,~  1FS,PROPOSITION 63 FIREARMS,YES,203,680,0,0,0,0,2518,   0.00%,1FS.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..YES
000013,2,3,003 039 066 067 154 155 224 234,PROP_64,NO,345,677,332,2,~  1FS,PROPOSITION 64 MARIJUAN,NO,346,680,-1,-3,1,3,10026,   0.01%,1FS.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..NO
000013,2,3,003 039 066 067 154 155 224 234,PROP_64,YES,311,677,366,2,~  1FS,PROPOSITION 64 MARIJUAN,YES,310,680,1,-3,1,3,10026,   0.01%,1FS.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..YES
000013,2,3,003 039 066 067 154 155 224 234,PROP_65,NO,439,677,238,4,~  1FS,PROPOSITION 65 CARRYOUT,NO,440,680,-1,-3,1,3,9950,   0.01%,1FS.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..NO
000013,2,3,003 039 066 067 154 155 224 234,PROP_65,YES,187,677,490,4,~  1FS,PROPOSITION 65 CARRYOUT,YES,189,680,-2,-3,2,3,9950,   0.02%,1FS.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..YES
000013,2,3,003 039 066 067 154 155 224 234,PROP_66,NO,302,677,375,2,~  1FS,PROPOSITION 66 DEATH PE,NO,303,680,-1,-3,1,3,9324,   0.01%,1FS.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..NO
000013,2,3,003 039 066 067 154 155 224 234,PROP_66,YES,285,677,392,2,~  1FS,PROPOSITION 66 DEATH PE,YES,286,680,-1,-3,1,3,9324,   0.01%,1FS.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..YES
000013,2,3,003 039 066 067 154 155 224 234,PROP_67,NO,375,677,302,3,~  1FS,PROPOSITION 67 BAN ON S,NO,377,680,-2,-3,2,3,12420,   0.02%,1FS.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..NO
000013,2,3,003 039 066 067 154 155 224 234,PROP_67,YES,262,677,415,3,~  1FS,PROPOSITION 67 BAN ON S,YES,263,680,-1,-3,1,3,12420,   0.01%,1FS.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..YES
000013,1,1,003 039 065 066 154 155 224 229 234,STATEASS2,JIM_WOOD,301,680,379,0,~  1FS,"STATE ASSEMBLY, DISTRIC",JIM WOOD,301,680,0,0,0,0,21698,   0.00%,"1FS.STATE ASSEMBLY, DISTRICT 2.JIM WOOD"
000013,1,1,003 039 065 066 154 155 224 229 234,STATEASS2,KEN_ANTON,244,680,436,0,~  1FS,"STATE ASSEMBLY, DISTRIC",KEN ANTON,244,680,0,0,0,0,21698,   0.00%,"1FS.STATE ASSEMBLY, DISTRICT 2.KEN ANTON"
000013,1,1,003 039 065 066 154 155 224 229 234,USREP,DALE_K_MENSING,330,680,350,1,~  1FS,US REPRESENTATIVE IN CO,DALE K. MENSING,330,680,0,0,0,0,24838,   0.00%,"1FS.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.DALE K. MENSING"
000013,1,1,003 039 065 066 154 155 224 229 234,USREP,JARED_W_HUFFMAN,292,680,388,1,~  1FS,US REPRESENTATIVE IN CO,JARED W. HUFFMAN,294,680,-2,0,2,0,24838,   0.01%,"1FS.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.JARED W. HUFFMAN"
000013,1,1,003 039 065 066 154 155 224 229 234,USSEN,KAMALA_D_HARRIS,282,680,398,0,~  1FS,US SENATOR,KAMALA D. HARRIS,282,680,0,0,0,0,16452,   0.00%,1FS.US SENATOR.KAMALA D. HARRIS
000013,1,1,003 039 065 066 154 155 224 229 234,USSEN,LORETTA_L_SANCHEZ,188,680,492,0,~  1FS,US SENATOR,LORETTA L. SANCHEZ,188,680,0,0,0,0,16452,   0.00%,1FS.US SENATOR.LORETTA L. SANCHEZ
000014,2,3,033 039 213 223,MEAS_Q,NO,79,137,58,0,~  1FS-1,MEASURE Q HUMBOLDT COUN,NO,79,137,0,0,0,0,3886,   0.00%,1FS-1.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..NO
000014,2,3,033 039 213 223,MEAS_Q,YES,44,137,93,0,~  1FS-1,MEASURE Q HUMBOLDT COUN,YES,44,137,0,0,0,0,3886,   0.00%,1FS-1.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..YES
000014,2,3,033 039 213 223,MEAS_R,NO,72,137,65,0,~  1FS-1,MEASURE R HUMBOLDT COUN,NO,72,137,0,0,0,0,1729,   0.00%,1FS-1.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..NO
000014,2,3,033 039 213 223,MEAS_R,YES,48,137,89,0,~  1FS-1,MEASURE R HUMBOLDT COUN,YES,48,137,0,0,0,0,1729,   0.00%,1FS-1.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..YES
000014,2,3,033 039 213 223,MEAS_S,NO,53,137,84,0,~  1FS-1,MEASURE S HUMBOLDT COUN,NO,53,137,0,0,0,0,18018,   0.00%,1FS-1.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
000014,2,3,033 039 213 223,MEAS_S,YES,76,137,61,0,~  1FS-1,MEASURE S HUMBOLDT COUN,YES,76,137,0,0,0,0,18018,   0.00%,1FS-1.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000014,2,3,033 039 213 223,MEAS_U,NO,79,137,58,2,~  1FS-1,MEASURE U LOCAL TRANSPO,NO,80,137,-1,0,1,0,1298,   0.08%,1FS-1.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000014,2,3,033 039 213 223,MEAS_U,YES,43,137,94,2,~  1FS-1,MEASURE U LOCAL TRANSPO,YES,44,137,-1,0,1,0,1298,   0.08%,1FS-1.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000014,2,3,033 039 213 223,MEAS_V,NO,80,137,57,0,~  1FS-1,MEASURE V MOBILE HOME P,NO,80,137,0,0,0,0,5114,   0.00%,1FS-1.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000014,2,3,033 039 213 223,MEAS_V,YES,49,137,88,0,~  1FS-1,MEASURE V MOBILE HOME P,YES,49,137,0,0,0,0,5114,   0.00%,1FS-1.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000014,1,1,033 039 213 223,PRES,DONALD_J_TRUMP,80,137,57,0,~  1FS-1,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,80,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000014,1,1,033 039 213 223,PRES,GARY_JOHNSON,8,137,129,1,~  1FS-1,PRESIDENT AND VICE PRES,GARY JOHNSON      and,8,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000014,1,1,033 039 213 223,PRES,GLORIA_ESTELA_LA_RIVA,2,137,135,0,~  1FS-1,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,2,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000014,1,1,033 039 213 223,PRES,HILLARY_CLINTON,34,137,103,0,~  1FS-1,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,34,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000014,1,1,033 039 213 223,PRES,JILL_STEIN,6,137,131,0,~  1FS-1,PRESIDENT AND VICE PRES,JILL STEIN      and A,6,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000014,1,1,033 039 213 223,PRES,Write_in,5,137,132,0,~  1FS-1,PRESIDENT AND VICE PRES,Write_in,5,137,0,0,0,0,14827,   0.00%,1FS-1.PRESIDENT AND VICE PRESIDENT.Write_in
000014,1,1,033 039 213 223,PROP_51,NO,83,137,54,0,~  1FS-1,PROPOSITION 51 SCHOOL B,NO,83,137,0,0,0,0,650,   0.00%,1FS-1.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000014,1,1,033 039 213 223,PROP_51,YES,44,137,93,0,~  1FS-1,PROPOSITION 51 SCHOOL B,YES,44,137,0,0,0,0,650,   0.00%,1FS-1.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000014,1,1,033 039 213 223,PROP_52,NO,52,137,85,1,~  1FS-1,PROPOSITION 52 MEDI-CAL,NO,52,137,0,0,0,0,21622,   0.00%,1FS-1.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000014,1,1,033 039 213 223,PROP_52,YES,75,137,62,1,~  1FS-1,PROPOSITION 52 MEDI-CAL,YES,76,137,-1,0,1,0,21622,   0.00%,1FS-1.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000014,1,1,033 039 213 223,PROP_53,NO,60,137,77,0,~  1FS-1,PROPOSITION 53 REVENUE ,NO,60,137,0,0,0,0,3571,   0.00%,1FS-1.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000014,1,1,033 039 213 223,PROP_53,YES,69,137,68,0,~  1FS-1,PROPOSITION 53 REVENUE ,YES,69,137,0,0,0,0,3571,   0.00%,1FS-1.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000014,1,1,033 039 213 223,PROP_54,NO,46,137,91,0,~  1FS-1,PROPOSITION 54 LEGISLAT,NO,46,137,0,0,0,0,13854,   0.00%,1FS-1.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000014,1,1,033 039 213 223,PROP_54,YES,82,137,55,0,~  1FS-1,PROPOSITION 54 LEGISLAT,YES,82,137,0,0,0,0,13854,   0.00%,1FS-1.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000014,1,1,033 039 213 223,PROP_55,NO,62,137,75,0,~  1FS-1,PROPOSITION 55 TAX EXTE,NO,62,137,0,0,0,0,21661,   0.00%,1FS-1.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000014,1,1,033 039 213 223,PROP_55,YES,71,137,66,0,~  1FS-1,PROPOSITION 55 TAX EXTE,YES,71,137,0,0,0,0,21661,   0.00%,1FS-1.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000014,1,2,033 039 213 223,PROP_56,NO,59,137,78,0,~  1FS-1,PROPOSITION 56 CIGARETT,NO,59,137,0,0,0,0,11223,   0.00%,"1FS-1.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.NO"
000014,1,2,033 039 213 223,PROP_56,YES,74,137,63,0,~  1FS-1,PROPOSITION 56 CIGARETT,YES,74,137,0,0,0,0,11223,   0.00%,"1FS-1.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.YES"
000014,1,2,033 039 213 223,PROP_57,NO,64,137,73,0,~  1FS-1,PROPOSITION 57 CRIMINAL,NO,64,137,0,0,0,0,20308,   0.00%,1FS-1.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.NO
000014,1,2,033 039 213 223,PROP_57,YES,65,137,72,0,~  1FS-1,PROPOSITION 57 CRIMINAL,YES,65,137,0,0,0,0,20308,   0.00%,1FS-1.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.YES
000014,1,2,033 039 213 223,PROP_58,NO,40,137,97,0,~  1FS-1,PROPOSITION 58 ENGLISH ,NO,40,137,0,0,0,0,31714,   0.00%,1FS-1.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..NO
000014,1,2,033 039 213 223,PROP_58,YES,89,137,48,0,~  1FS-1,PROPOSITION 58 ENGLISH ,YES,89,137,0,0,0,0,31714,   0.00%,1FS-1.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..YES
