Precinct TEVS,Ballot Page,ballot Side,Contest TEVS,Choice TEVS,TEVS Voteops Marked,TEVS Total Voteops,TEVS Voteops not Marked,TEVS Over Votes,Precinct HART,Contest HART,Choice HART,HART Count,HART Ballots,Votes Counted TEVS Minus HART,Total Voteops TEVS Minus HART,ABS Votes Counted TEVS Minus HART,ABS Total Voteops TEVS Minus HART,Margin,Error Pct,Sort Key
000041,2,3,MEAS_S,NO,63,94,31,0,~  2SH-2,MEASURE S HUMBOLDT COUN,NO,63,94,0,0,0,0,37,   0.00%,2SH-2.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
000041,2,3,MEAS_S,YES,26,94,68,0,~  2SH-2,MEASURE S HUMBOLDT COUN,YES,26,94,0,0,0,0,37,   0.00%,2SH-2.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000041,2,3,MEAS_U,NO,60,94,34,0,~  2SH-2,MEASURE U LOCAL TRANSPO,NO,60,94,0,0,0,0,35,   0.00%,2SH-2.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000041,2,3,MEAS_U,YES,25,94,69,0,~  2SH-2,MEASURE U LOCAL TRANSPO,YES,25,94,0,0,0,0,35,   0.00%,2SH-2.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000041,2,3,MEAS_V,NO,42,94,52,2,~  2SH-2,MEASURE V MOBILE HOME P,NO,40,94,2,0,2,0,4,  50.00%,2SH-2.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000041,2,3,MEAS_V,YES,46,94,48,2,~  2SH-2,MEASURE V MOBILE HOME P,YES,44,94,2,0,2,0,4,  50.00%,2SH-2.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000041,1,1,PRES,DONALD_J_TRUMP,46,94,48,0,~  2SH-2,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,46,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000041,1,1,PRES,GARY_JOHNSON,2,94,92,0,~  2SH-2,PRESIDENT AND VICE PRES,GARY JOHNSON      and,2,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000041,1,1,PRES,GLORIAYESTELA_LA_RIVA,3,94,91,0,~  2SH-2,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,3,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000041,1,1,PRES,HILLARY_CLINTON,32,94,62,0,~  2SH-2,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,32,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000041,1,1,PRES,JILL_STEIN,4,94,90,0,~  2SH-2,PRESIDENT AND VICE PRES,JILL STEIN      and A,4,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000041,1,1,PRES,Write_in,6,94,88,0,~  2SH-2,PRESIDENT AND VICE PRES,Write_in,6,94,0,0,0,0,14,   0.00%,2SH-2.PRESIDENT AND VICE PRESIDENT.Write_in
000041,1,1,PROP_51,NO,57,94,37,0,~  2SH-2,PROPOSITION 51 SCHOOL B,NO,57,94,0,0,0,0,26,   0.00%,2SH-2.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000041,1,1,PROP_51,YES,31,94,63,0,~  2SH-2,PROPOSITION 51 SCHOOL B,YES,31,94,0,0,0,0,26,   0.00%,2SH-2.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000041,1,1,PROP_52,NO,41,94,53,0,~  2SH-2,PROPOSITION 52 MEDI-CAL,NO,41,94,0,0,0,0,5,   0.00%,2SH-2.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000041,1,1,PROP_52,YES,46,94,48,0,~  2SH-2,PROPOSITION 52 MEDI-CAL,YES,46,94,0,0,0,0,5,   0.00%,2SH-2.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000041,1,1,PROP_53,NO,48,94,46,2,~  2SH-2,PROPOSITION 53 REVENUE ,NO,46,94,2,0,2,0,10,  20.00%,2SH-2.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000041,1,1,PROP_53,YES,38,94,56,2,~  2SH-2,PROPOSITION 53 REVENUE ,YES,36,94,2,0,2,0,10,  20.00%,2SH-2.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000041,1,1,PROP_54,NO,37,94,57,0,~  2SH-2,PROPOSITION 54 LEGISLAT,NO,37,94,0,0,0,0,10,   0.00%,2SH-2.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000041,1,1,PROP_54,YES,47,94,47,0,~  2SH-2,PROPOSITION 54 LEGISLAT,YES,47,94,0,0,0,0,10,   0.00%,2SH-2.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000041,1,1,PROP_55,NO,34,94,60,0,~  2SH-2,PROPOSITION 55 TAX EXTE,NO,34,94,0,0,0,0,17,   0.00%,2SH-2.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000041,1,1,PROP_55,YES,51,94,43,0,~  2SH-2,PROPOSITION 55 TAX EXTE,YES,51,94,0,0,0,0,17,   0.00%,2SH-2.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000041,1,2,PROP_56,NO,52,94,42,0,~  2SH-2,PROPOSITION 56 CIGARETT,NO,52,94,0,0,0,0,16,   0.00%,"2SH-2.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.NO"
000041,1,2,PROP_56,YES,36,94,58,0,~  2SH-2,PROPOSITION 56 CIGARETT,YES,36,94,0,0,0,0,16,   0.00%,"2SH-2.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.YES"
000041,1,2,PROP_57,NO,33,94,61,0,~  2SH-2,PROPOSITION 57 CRIMINAL,NO,33,94,0,0,0,0,15,   0.00%,2SH-2.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.NO
000041,1,2,PROP_57,YES,48,94,46,0,~  2SH-2,PROPOSITION 57 CRIMINAL,YES,48,94,0,0,0,0,15,   0.00%,2SH-2.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.YES
000041,1,2,PROP_58,NO,29,94,65,3,~  2SH-2,PROPOSITION 58 ENGLISH ,NO,26,94,3,0,3,0,31,   9.68%,2SH-2.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..NO
000041,1,2,PROP_58,YES,59,94,35,3,~  2SH-2,PROPOSITION 58 ENGLISH ,YES,57,94,2,0,2,0,31,   6.45%,2SH-2.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..YES
000041,1,2,PROP_59,NO,51,94,43,0,~  2SH-2,PROPOSITION 59 CORPORAT,NO,51,94,0,0,0,0,17,   0.00%,2SH-2.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..NO
000041,1,2,PROP_59,YES,34,94,60,0,~  2SH-2,PROPOSITION 59 CORPORAT,YES,34,94,0,0,0,0,17,   0.00%,2SH-2.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..YES
000041,1,2,PROP_60,NO,51,94,43,0,~  2SH-2,PROPOSITION 60 ADULT FI,NO,51,94,0,0,0,0,15,   0.00%,2SH-2.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..NO
000041,1,2,PROP_60,YES,36,94,58,0,~  2SH-2,PROPOSITION 60 ADULT FI,YES,36,94,0,0,0,0,15,   0.00%,2SH-2.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..YES
000041,1,2,PROP_61,NO,42,94,52,0,~  2SH-2,PROPOSITION 61 STATE PR,NO,42,94,0,0,0,0,2,   0.00%,2SH-2.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..NO
000041,1,2,PROP_61,YES,40,94,54,0,~  2SH-2,PROPOSITION 61 STATE PR,YES,40,94,0,0,0,0,2,   0.00%,2SH-2.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..YES
000041,1,2,PROP_62,NO,55,94,39,0,~  2SH-2,PROPOSITION 62 DEATH PE,NO,55,94,0,0,0,0,23,   0.00%,2SH-2.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..NO
000041,1,2,PROP_62,YES,32,94,62,0,~  2SH-2,PROPOSITION 62 DEATH PE,YES,32,94,0,0,0,0,23,   0.00%,2SH-2.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..YES
000041,1,2,PROP_63,NO,72,94,22,0,~  2SH-2,PROPOSITION 63 FIREARMS,NO,72,94,0,0,0,0,59,   0.00%,2SH-2.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..NO
000041,1,2,PROP_63,YES,13,94,81,0,~  2SH-2,PROPOSITION 63 FIREARMS,YES,13,94,0,0,0,0,59,   0.00%,2SH-2.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..YES
000041,2,3,PROP_64,NO,76,94,18,0,~  2SH-2,PROPOSITION 64 MARIJUAN,NO,76,94,0,0,0,0,60,   0.00%,2SH-2.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..NO
000041,2,3,PROP_64,YES,16,94,78,0,~  2SH-2,PROPOSITION 64 MARIJUAN,YES,16,94,0,0,0,0,60,   0.00%,2SH-2.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..YES
000041,2,3,PROP_65,NO,65,94,29,0,~  2SH-2,PROPOSITION 65 CARRYOUT,NO,65,94,0,0,0,0,41,   0.00%,2SH-2.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..NO
000041,2,3,PROP_65,YES,24,94,70,0,~  2SH-2,PROPOSITION 65 CARRYOUT,YES,24,94,0,0,0,0,41,   0.00%,2SH-2.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..YES
000041,2,3,PROP_66,NO,50,94,44,0,~  2SH-2,PROPOSITION 66 DEATH PE,NO,50,94,0,0,0,0,14,   0.00%,2SH-2.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..NO
000041,2,3,PROP_66,YES,36,94,58,0,~  2SH-2,PROPOSITION 66 DEATH PE,YES,36,94,0,0,0,0,14,   0.00%,2SH-2.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..YES
000041,2,3,PROP_67,NO,52,94,42,0,~  2SH-2,PROPOSITION 67 BAN ON S,NO,52,94,0,0,0,0,12,   0.00%,2SH-2.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..NO
000041,2,3,PROP_67,YES,40,94,54,0,~  2SH-2,PROPOSITION 67 BAN ON S,YES,40,94,0,0,0,0,12,   0.00%,2SH-2.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..YES
000041,1,1,STATEASS2,JIM_WOOD,43,94,51,0,~  2SH-2,"STATE ASSEMBLY, DISTRIC",JIM WOOD,43,94,0,0,0,0,14,   0.00%,"2SH-2.STATE ASSEMBLY, DISTRICT 2.JIM WOOD"
000041,1,1,STATEASS2,KEN_ANTON,29,94,65,0,~  2SH-2,"STATE ASSEMBLY, DISTRIC",KEN ANTON,29,94,0,0,0,0,14,   0.00%,"2SH-2.STATE ASSEMBLY, DISTRICT 2.KEN ANTON"
000041,1,1,USREP,DALE_K_MENSING,36,94,58,0,~  2SH-2,US REPRESENTATIVE IN CO,DALE K. MENSING,36,94,0,0,0,0,15,   0.00%,"2SH-2.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.DALE K. MENSING"
000041,1,1,USREP,JARED_W_HUFFMAN,51,94,43,0,~  2SH-2,US REPRESENTATIVE IN CO,JARED W. HUFFMAN,51,94,0,0,0,0,15,   0.00%,"2SH-2.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.JARED W. HUFFMAN"
000041,1,1,USSEN,KAMALA_D_HARRIS,44,94,50,0,~  2SH-2,US SENATOR,KAMALA D. HARRIS,44,94,0,0,0,0,20,   0.00%,2SH-2.US SENATOR.KAMALA D. HARRIS
000041,1,1,USSEN,LORETTA_L_SANCHEZ,24,94,70,0,~  2SH-2,US SENATOR,LORETTA L. SANCHEZ,24,94,0,0,0,0,20,   0.00%,2SH-2.US SENATOR.LORETTA L. SANCHEZ
000042,2,3,MEAS_Q,NO,70,121,51,0,~  2SH-3,MEASURE Q HUMBOLDT COUN,NO,70,121,0,0,0,0,32,   0.00%,2SH-3.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..NO
000042,2,3,MEAS_Q,YES,38,121,83,0,~  2SH-3,MEASURE Q HUMBOLDT COUN,YES,38,121,0,0,0,0,32,   0.00%,2SH-3.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..YES
000042,2,3,MEAS_R,NO,146,242,96,137,~  2SH-3,MEASURE R HUMBOLDT COUN,NO,57,121,89,121,89,121,5, ###.##%,2SH-3.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..NO
000042,2,3,MEAS_R,YES,83,242,159,79,~  2SH-3,MEASURE R HUMBOLDT COUN,YES,52,121,31,121,31,121,5, 620.00%,2SH-3.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..YES
,,,,,0,0,0,0,~  2SH-3,MEASURE S HUMBOLDT COUN,NO,89,121,-89,-121,89,121,58, 153.45%,2SH-3.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
,,,,,0,0,0,0,~  2SH-3,MEASURE S HUMBOLDT COUN,YES,31,121,-31,-121,31,121,58,  53.45%,2SH-3.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000042,2,3,MEAS_U,NO,70,121,51,1,~  2SH-3,MEASURE U LOCAL TRANSPO,NO,69,121,1,0,1,0,21,   4.76%,2SH-3.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000042,2,3,MEAS_U,YES,49,121,72,1,~  2SH-3,MEASURE U LOCAL TRANSPO,YES,48,121,1,0,1,0,21,   4.76%,2SH-3.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000042,2,3,MEAS_V,NO,72,121,49,1,~  2SH-3,MEASURE V MOBILE HOME P,NO,71,121,1,0,1,0,28,   3.57%,2SH-3.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000042,2,3,MEAS_V,YES,44,121,77,1,~  2SH-3,MEASURE V MOBILE HOME P,YES,43,121,1,0,1,0,28,   3.57%,2SH-3.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000042,1,1,PRES,DONALD_J_TRUMP,51,121,70,0,~  2SH-3,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,51,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000042,1,1,PRES,GARY_JOHNSON,3,121,118,0,~  2SH-3,PRESIDENT AND VICE PRES,GARY JOHNSON      and,3,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000042,1,1,PRES,GLORIAYESTELA_LA_RIVA,0,121,121,0,~  2SH-3,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,0,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000042,1,1,PRES,HILLARY_CLINTON,46,121,75,0,~  2SH-3,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,46,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000042,1,1,PRES,JILL_STEIN,13,121,108,0,~  2SH-3,PRESIDENT AND VICE PRES,JILL STEIN      and A,13,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000042,1,1,PRES,Write_in,6,121,115,0,~  2SH-3,PRESIDENT AND VICE PRES,Write_in,6,121,0,0,0,0,5,   0.00%,2SH-3.PRESIDENT AND VICE PRESIDENT.Write_in
000042,1,1,PROP_51,NO,71,121,50,0,~  2SH-3,PROPOSITION 51 SCHOOL B,NO,71,121,0,0,0,0,23,   0.00%,2SH-3.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000042,1,1,PROP_51,YES,48,121,73,0,~  2SH-3,PROPOSITION 51 SCHOOL B,YES,48,121,0,0,0,0,23,   0.00%,2SH-3.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000042,1,1,PROP_52,NO,42,121,79,0,~  2SH-3,PROPOSITION 52 MEDI-CAL,NO,42,121,0,0,0,0,32,   0.00%,2SH-3.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000042,1,1,PROP_52,YES,74,121,47,0,~  2SH-3,PROPOSITION 52 MEDI-CAL,YES,74,121,0,0,0,0,32,   0.00%,2SH-3.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000042,1,1,PROP_53,NO,47,121,74,1,~  2SH-3,PROPOSITION 53 REVENUE ,NO,47,121,0,0,0,0,19,   0.00%,2SH-3.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000042,1,1,PROP_53,YES,67,121,54,1,~  2SH-3,PROPOSITION 53 REVENUE ,YES,66,121,1,0,1,0,19,   5.26%,2SH-3.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000042,1,1,PROP_54,NO,44,121,77,1,~  2SH-3,PROPOSITION 54 LEGISLAT,NO,44,121,0,0,0,0,29,   0.00%,2SH-3.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000042,1,1,PROP_54,YES,74,121,47,1,~  2SH-3,PROPOSITION 54 LEGISLAT,YES,73,121,1,0,1,0,29,   3.45%,2SH-3.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000042,1,1,PROP_55,NO,48,121,73,0,~  2SH-3,PROPOSITION 55 TAX EXTE,NO,48,121,0,0,0,0,21,   0.00%,2SH-3.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000042,1,1,PROP_55,YES,69,121,52,0,~  2SH-3,PROPOSITION 55 TAX EXTE,YES,69,121,0,0,0,0,21,   0.00%,2SH-3.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000042,1,2,PROP_56,NO,64,121,57,0,~  2SH-3,PROPOSITION 56 CIGARETT,NO,64,121,0,0,0,0,11,   0.00%,"2SH-3.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.NO"
000042,1,2,PROP_56,YES,53,121,68,0,~  2SH-3,PROPOSITION 56 CIGARETT,YES,53,121,0,0,0,0,11,   0.00%,"2SH-3.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.YES"
000042,1,2,PROP_57,NO,32,121,89,0,~  2SH-3,PROPOSITION 57 CRIMINAL,NO,32,121,0,0,0,0,50,   0.00%,2SH-3.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.NO
000042,1,2,PROP_57,YES,82,121,39,0,~  2SH-3,PROPOSITION 57 CRIMINAL,YES,82,121,0,0,0,0,50,   0.00%,2SH-3.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.YES
000042,1,2,PROP_58,NO,25,121,96,0,~  2SH-3,PROPOSITION 58 ENGLISH ,NO,25,121,0,0,0,0,67,   0.00%,2SH-3.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..NO
000042,1,2,PROP_58,YES,92,121,29,0,~  2SH-3,PROPOSITION 58 ENGLISH ,YES,92,121,0,0,0,0,67,   0.00%,2SH-3.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..YES
000042,1,2,PROP_59,NO,43,121,78,0,~  2SH-3,PROPOSITION 59 CORPORAT,NO,43,121,0,0,0,0,26,   0.00%,2SH-3.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..NO
000042,1,2,PROP_59,YES,69,121,52,0,~  2SH-3,PROPOSITION 59 CORPORAT,YES,69,121,0,0,0,0,26,   0.00%,2SH-3.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..YES
000042,1,2,PROP_60,NO,62,121,59,2,~  2SH-3,PROPOSITION 60 ADULT FI,NO,61,121,1,0,1,0,18,   5.56%,2SH-3.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..NO
000042,1,2,PROP_60,YES,45,121,76,2,~  2SH-3,PROPOSITION 60 ADULT FI,YES,43,121,2,0,2,0,18,  11.11%,2SH-3.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..YES
000042,1,2,PROP_61,NO,45,121,76,1,~  2SH-3,PROPOSITION 61 STATE PR,NO,45,121,0,0,0,0,22,   0.00%,2SH-3.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..NO
000042,1,2,PROP_61,YES,68,121,53,1,~  2SH-3,PROPOSITION 61 STATE PR,YES,67,121,1,0,1,0,22,   4.55%,2SH-3.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..YES
000042,1,2,PROP_62,NO,64,121,57,0,~  2SH-3,PROPOSITION 62 DEATH PE,NO,64,121,0,0,0,0,17,   0.00%,2SH-3.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..NO
000042,1,2,PROP_62,YES,47,121,74,0,~  2SH-3,PROPOSITION 62 DEATH PE,YES,47,121,0,0,0,0,17,   0.00%,2SH-3.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..YES
000042,1,2,PROP_63,NO,87,121,34,0,~  2SH-3,PROPOSITION 63 FIREARMS,NO,87,121,0,0,0,0,58,   0.00%,2SH-3.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..NO
000042,1,2,PROP_63,YES,29,121,92,0,~  2SH-3,PROPOSITION 63 FIREARMS,YES,29,121,0,0,0,0,58,   0.00%,2SH-3.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..YES
000042,2,3,PROP_64,NO,83,121,38,0,~  2SH-3,PROPOSITION 64 MARIJUAN,NO,83,121,0,0,0,0,46,   0.00%,2SH-3.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..NO
000042,2,3,PROP_64,YES,37,121,84,0,~  2SH-3,PROPOSITION 64 MARIJUAN,YES,37,121,0,0,0,0,46,   0.00%,2SH-3.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..YES
000042,2,3,PROP_65,NO,81,121,40,1,~  2SH-3,PROPOSITION 65 CARRYOUT,NO,81,121,0,0,0,0,46,   0.00%,2SH-3.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..NO
000042,2,3,PROP_65,YES,36,121,85,1,~  2SH-3,PROPOSITION 65 CARRYOUT,YES,35,121,1,0,1,0,46,   2.17%,2SH-3.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..YES
000042,2,3,PROP_66,NO,69,121,52,1,~  2SH-3,PROPOSITION 66 DEATH PE,NO,69,121,0,0,0,0,30,   0.00%,2SH-3.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..NO
000042,2,3,PROP_66,YES,40,121,81,1,~  2SH-3,PROPOSITION 66 DEATH PE,YES,39,121,1,0,1,0,30,   3.33%,2SH-3.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..YES
000042,2,3,PROP_67,NO,63,121,58,0,~  2SH-3,PROPOSITION 67 BAN ON S,NO,63,121,0,0,0,0,7,   0.00%,2SH-3.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..NO
000042,2,3,PROP_67,YES,56,121,65,0,~  2SH-3,PROPOSITION 67 BAN ON S,YES,56,121,0,0,0,0,7,   0.00%,2SH-3.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..YES
000042,1,1,STATEASS2,JIM_WOOD,67,121,54,0,~  2SH-3,"STATE ASSEMBLY, DISTRIC",JIM WOOD,67,121,0,0,0,0,31,   0.00%,"2SH-3.STATE ASSEMBLY, DISTRICT 2.JIM WOOD"
