precinct_tevs,contest_tevs,choice_tevs,tevs_counts_counted,tevs_counts_not_counted,tevs_tot_voteops,tevs_tot_overvotes,precinct_harts_mapped,contest_harts_mapped,choice_harts_mapped
000037,PRES,Write-in,21,492,513,0,2R--1,PRESIDENT AND VICE PRESIDENT,Write-in
000037,PROP_51,NO,258,255,513,0,2R--1,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,NO
000037,PROP_51,YES,229,284,513,0,2R--1,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,YES
000037,PROP_52,NO,183,330,513,0,2R--1,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,NO
000037,PROP_52,YES,300,213,513,0,2R--1,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,YES
000037,PROP_53,NO,215,298,513,0,2R--1,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000037,PROP_53,YES,252,261,513,0,2R--1,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000037,PROP_54,NO,188,325,513,0,2R--1,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,NO
000037,PROP_54,YES,289,224,513,0,2R--1,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,YES
000037,PROP_55,NO,194,315,509,0,2R--1,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000037,PROP_55,YES,280,229,509,0,2R--1,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000037,PROP_56,NO,286,223,509,0,2R--1,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",NO
000037,PROP_56,YES,204,305,509,1,2R--1,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",YES
000037,PROP_57,NO,230,279,509,0,2R--1,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,NO
000037,PROP_57,YES,251,258,509,0,2R--1,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,YES
000037,PROP_58,NO,152,357,509,1,2R--1,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,NO
000037,PROP_58,YES,324,185,509,1,2R--1,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,YES
000037,PROP_59,NO,235,274,509,0,2R--1,PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS.,NO
000037,PROP_60,NO,251,258,509,1,2R--1,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,NO
000037,PROP_60,YES,216,293,509,1,2R--1,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,YES
000037,PROP_61,NO,267,242,509,0,2R--1,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,NO
000037,PROP_61,YES,195,314,509,1,2R--1,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,YES
000037,PROP_62,NO,322,187,509,0,2R--1,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,NO
000037,PROP_62,YES,153,356,509,0,2R--1,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,YES
000037,PROP_63,NO,318,195,513,0,2R--1,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,NO
000037,PROP_63,YES,179,334,513,1,2R--1,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,YES
000037,PROP_64,NO,245,268,513,0,2R--1,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,NO
000037,PROP_64,YES,252,261,513,0,2R--1,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,YES
000037,PROP_65,YES,169,344,513,0,2R--1,PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE.,YES
000037,PROP_66,NO,246,267,513,0,2R--1,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,NO
000037,PROP_66,YES,220,293,513,1,2R--1,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,YES
000037,PROP_67,NO,284,229,513,3,2R--1,PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM.,NO
000037,PROP_67,YES,200,313,513,0,2R--1,PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM.,YES
000037,RIO_CC,BRYAN_K_RICHTER,225,288,513,0,2R--1,RIO DELL CITY COUNCILMEMBER,BRYAN K. RICHTER
000037,RIO_CC,FRANK_WILSON,236,277,513,0,2R--1,RIO DELL CITY COUNCILMEMBER,FRANK WILSON
000037,RIO_CC,SUSAN_STRAHAN,288,225,513,0,2R--1,RIO DELL CITY COUNCILMEMBER,SUSAN STRAHAN
000037,RIO_CC,Write-in,11,1015,1026,0,2R--1,RIO DELL CITY COUNCILMEMBER,Write-in
000037,STATEASS2,JIM_WOOD,252,261,513,0,2R--1,"STATE ASSEMBLY, DISTRICT 2",JIM WOOD
000037,STATEASS2,KEN_ANTON,190,323,513,0,2R--1,"STATE ASSEMBLY, DISTRICT 2",KEN ANTON
000037,USREP,DALE_K_MENSING,202,311,513,0,2R--1,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",DALE K. MENSING
000037,USREP,JARED_W_HUFFMAN,283,230,513,0,2R--1,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",JARED W. HUFFMAN
000037,USSEN,KAMALA_D_HARRIS,235,278,513,0,2R--1,US SENATOR,KAMALA D. HARRIS
000037,USSEN,LORETTA_L_SANCHEZ,174,339,513,0,2R--1,US SENATOR,LORETTA L. SANCHEZ
000038,MEAS_Q,NO,326,301,627,0,2R--2,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,NO
000038,MEAS_Q,YES,218,409,627,0,2R--2,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,YES
000038,MEAS_R,NO,337,290,627,0,2R--2,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,NO
000038,MEAS_R,YES,204,423,627,1,2R--2,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,YES
000038,MEAS_S,NO,262,365,627,1,2R--2,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,NO
000038,MEAS_S,YES,327,300,627,0,2R--2,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,YES
000038,MEAS_T,NO,306,321,627,0,2R--2,MEASURE T CITY OF RIO DELL  COMMERCIAL CANNABIS ACTIVITY (ADVISORY VOTE ONLY).,NO
000038,MEAS_T,YES,284,343,627,0,2R--2,MEASURE T CITY OF RIO DELL  COMMERCIAL CANNABIS ACTIVITY (ADVISORY VOTE ONLY).,YES
000038,MEAS_U,NO,375,252,627,0,2R--2,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,NO
000038,MEAS_U,YES,198,429,627,0,2R--2,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,YES
000038,MEAS_V,NO,321,306,627,1,2R--2,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,NO
000038,MEAS_V,YES,259,368,627,0,2R--2,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,YES
000038,NO TITLE,Incorrect,629,0,629,0,2R--2,,
000038,PRES,DONALD_J_TRUMP,330,299,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP      and MICHAEL R. PENCE
000038,PRES,GARY_JOHNSON,30,599,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,GARY JOHNSON      and BILL WELD
000038,PRES,GLORIAYESTELA_LA_RIVA,5,624,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000038,PRES,HILLARY_CLINTON,219,410,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON      and TIM KAINE
000038,PRES,JILL_STEIN,14,615,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,JILL STEIN      and AJAMU BARAKA
000038,PRES,Write-in,21,608,629,0,2R--2,PRESIDENT AND VICE PRESIDENT,Write-in
000038,PROP_51,NO,363,266,629,0,2R--2,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,NO
000038,PROP_51,YES,225,404,629,0,2R--2,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,YES
000038,PROP_52,NO,232,397,629,0,2R--2,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,NO
000038,PROP_52,YES,351,278,629,0,2R--2,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,YES
000038,PROP_53,NO,263,366,629,0,2R--2,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000038,PROP_53,YES,304,325,629,1,2R--2,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000038,PROP_54,NO,225,404,629,0,2R--2,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,NO
000038,PROP_54,YES,352,277,629,0,2R--2,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,YES
000038,PROP_55,NO,275,354,629,0,2R--2,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000038,PROP_55,YES,310,319,629,0,2R--2,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000038,PROP_56,NO,320,309,629,1,2R--2,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",NO
000038,PROP_56,YES,278,351,629,0,2R--2,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",YES
000038,PROP_57,NO,268,361,629,0,2R--2,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,NO
000038,PROP_57,YES,304,325,629,0,2R--2,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,YES
000038,PROP_58,NO,172,457,629,0,2R--2,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,NO
000038,PROP_58,YES,413,216,629,0,2R--2,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,YES
000038,PROP_59,NO,318,311,629,0,2R--2,PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS.,NO
000038,PROP_59,YES,231,398,629,0,2R--2,PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS.,YES
000038,PROP_60,NO,321,308,629,0,2R--2,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,NO
000038,PROP_60,YES,246,383,629,1,2R--2,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,YES
000038,PROP_61,NO,320,309,629,0,2R--2,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,NO
000038,PROP_61,YES,249,380,629,0,2R--2,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,YES
000038,PROP_62,NO,432,197,629,0,2R--2,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,NO
000038,PROP_62,YES,151,478,629,0,2R--2,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,YES
000038,PROP_63,NO,415,212,627,1,2R--2,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,NO
000038,PROP_63,YES,185,442,627,0,2R--2,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,YES
000038,PROP_64,NO,344,283,627,0,2R--2,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,NO
000038,PROP_64,YES,270,357,627,0,2R--2,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,YES
000038,PROP_65,NO,417,210,627,0,2R--2,PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE.,NO
000038,PROP_65,YES,173,454,627,0,2R--2,PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE.,YES
000038,PROP_66,NO,268,359,627,0,2R--2,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,NO
000038,PROP_66,YES,296,331,627,0,2R--2,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,YES
000038,PROP_67,NO,375,252,627,0,2R--2,PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM.,NO
000038,PROP_67,YES,219,408,627,1,2R--2,PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM.,YES
000038,RIO_CC,BRYAN_K_RICHTER,270,359,629,0,2R--2,RIO DELL CITY COUNCILMEMBER,BRYAN K. RICHTER
000038,RIO_CC,FRANK_WILSON,298,331,629,0,2R--2,RIO DELL CITY COUNCILMEMBER,FRANK WILSON
000038,RIO_CC,SUSAN_STRAHAN,375,254,629,0,2R--2,RIO DELL CITY COUNCILMEMBER,SUSAN STRAHAN
000038,RIO_CC,Write-in,11,1247,1258,0,2R--2,RIO DELL CITY COUNCILMEMBER,Write-in
000038,STATEASS2,JIM_WOOD,292,337,629,0,2R--2,"STATE ASSEMBLY, DISTRICT 2",JIM WOOD
000038,STATEASS2,KEN_ANTON,222,407,629,0,2R--2,"STATE ASSEMBLY, DISTRICT 2",KEN ANTON
000038,USREP,DALE_K_MENSING,271,358,629,0,2R--2,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",DALE K. MENSING
000038,USREP,JARED_W_HUFFMAN,302,327,629,0,2R--2,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",JARED W. HUFFMAN
000038,USSEN,KAMALA_D_HARRIS,256,373,629,0,2R--2,US SENATOR,KAMALA D. HARRIS
000038,USSEN,LORETTA_L_SANCHEZ,196,433,629,0,2R--2,US SENATOR,LORETTA L. SANCHEZ
000039,MEAS_Q,NO,107,136,243,0,2RV-1,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,NO
000039,MEAS_Q,YES,120,123,243,1,2RV-1,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,YES
000039,MEAS_R,NO,127,116,243,0,2RV-1,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,NO
000039,MEAS_R,YES,92,151,243,0,2RV-1,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,YES
000039,MEAS_S,NO,73,170,243,0,2RV-1,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,NO
000039,MEAS_S,YES,165,78,243,0,2RV-1,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,YES
000039,MEAS_U,NO,148,95,243,0,2RV-1,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,NO
000039,MEAS_U,YES,86,157,243,0,2RV-1,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,YES
000039,MEAS_V,NO,138,105,243,0,2RV-1,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,NO
000039,MEAS_V,YES,94,149,243,0,2RV-1,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,YES
000039,NO TITLE,Incorrect,243,0,243,0,2RV-1,,
000039,PRES,DONALD_J_TRUMP,118,125,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP      and MICHAEL R. PENCE
000039,PRES,GARY_JOHNSON,13,230,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,GARY JOHNSON      and BILL WELD
000039,PRES,GLORIAYESTELA_LA_RIVA,0,243,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000039,PRES,HILLARY_CLINTON,93,150,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON      and TIM KAINE
000039,PRES,JILL_STEIN,8,235,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,JILL STEIN      and AJAMU BARAKA
000039,PRES,Write-in,8,235,243,0,2RV-1,PRESIDENT AND VICE PRESIDENT,Write-in
000039,PROP_51,NO,150,93,243,0,2RV-1,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,NO
000039,PROP_51,YES,87,156,243,0,2RV-1,PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE,YES
000039,PROP_52,NO,99,144,243,0,2RV-1,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,NO
000039,PROP_52,YES,140,103,243,0,2RV-1,PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE.,YES
000039,PROP_53,NO,116,127,243,0,2RV-1,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000039,PROP_53,YES,120,123,243,0,2RV-1,PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000039,PROP_54,NO,97,146,243,0,2RV-1,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,NO
000039,PROP_54,YES,138,105,243,0,2RV-1,PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND,YES
000039,PROP_55,NO,114,129,243,0,2RV-1,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,NO
000039,PROP_55,YES,123,120,243,0,2RV-1,PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT.,YES
000039,PROP_56,NO,113,130,243,0,2RV-1,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",NO
000039,PROP_56,YES,125,118,243,0,2RV-1,"PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND",YES
000039,PROP_57,NO,109,134,243,0,2RV-1,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,NO
000039,PROP_57,YES,126,117,243,0,2RV-1,PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE,YES
000039,PROP_58,NO,80,163,243,0,2RV-1,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,NO
000039,PROP_58,YES,155,88,243,0,2RV-1,PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE.,YES
000039,PROP_59,NO,99,144,243,1,2RV-1,PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS.,NO
000039,PROP_59,YES,129,114,243,0,2RV-1,PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS.,YES
000039,PROP_60,NO,144,99,243,0,2RV-1,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,NO
000039,PROP_60,YES,83,160,243,0,2RV-1,PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE.,YES
000039,PROP_61,NO,124,119,243,0,2RV-1,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,NO
000039,PROP_61,YES,106,137,243,0,2RV-1,PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE.,YES
000039,PROP_62,NO,146,97,243,0,2RV-1,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,NO
000039,PROP_62,YES,88,155,243,0,2RV-1,PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE.,YES
000039,PROP_63,NO,153,90,243,0,2RV-1,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,NO
000039,PROP_63,YES,83,160,243,0,2RV-1,PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE.,YES
000039,PROP_64,NO,114,129,243,0,2RV-1,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,NO
000039,PROP_64,YES,126,117,243,0,2RV-1,PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,YES
000039,PROP_65,NO,150,93,243,0,2RV-1,PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE.,NO
000039,PROP_65,YES,88,155,243,0,2RV-1,PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE.,YES
000039,PROP_66,NO,106,137,243,0,2RV-1,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,NO
000039,PROP_66,YES,118,125,243,0,2RV-1,PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,YES
000039,PROP_67,NO,122,121,243,0,2RV-1,PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM.,NO
000039,STATEASS2,JIM_WOOD,126,117,243,0,2RV-1,"STATE ASSEMBLY, DISTRICT 2",JIM WOOD
000039,STATEASS2,KEN_ANTON,80,163,243,0,2RV-1,"STATE ASSEMBLY, DISTRICT 2",KEN ANTON
000039,USREP,DALE_K_MENSING,98,145,243,0,2RV-1,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",DALE K. MENSING
000039,USREP,JARED_W_HUFFMAN,130,113,243,0,2RV-1,"US REPRESENTATIVE IN CONGRESS, DISTRICT 2",JARED W. HUFFMAN
000039,USSEN,KAMALA_D_HARRIS,112,131,243,0,2RV-1,US SENATOR,KAMALA D. HARRIS
000039,USSEN,LORETTA_L_SANCHEZ,64,179,243,0,2RV-1,US SENATOR,LORETTA L. SANCHEZ
000040,MEAS_Q,NO,83,64,147,0,2SH-1,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,NO
000040,MEAS_Q,YES,39,108,147,0,2SH-1,MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE.,YES
000040,MEAS_R,NO,66,81,147,0,2SH-1,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,NO
000040,MEAS_R,YES,61,86,147,0,2SH-1,MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE.,YES
000040,MEAS_S,NO,89,58,147,0,2SH-1,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,NO
000040,MEAS_S,YES,49,98,147,0,2SH-1,MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE.,YES
000040,MEAS_U,NO,52,95,147,0,2SH-1,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,NO
000040,MEAS_U,YES,82,65,147,0,2SH-1,MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX.,YES
000040,MEAS_V,NO,45,102,147,0,2SH-1,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,NO
000040,MEAS_V,YES,90,57,147,0,2SH-1,MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION.,YES
000040,NO TITLE,Incorrect,149,0,149,0,2SH-1,,
000040,PRES,DONALD_J_TRUMP,11,138,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,DONALD J. TRUMP      and MICHAEL R. PENCE
000040,PRES,GARY_JOHNSON,2,147,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,GARY JOHNSON      and BILL WELD
000040,PRES,GLORIAYESTELA_LA_RIVA,1,148,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000040,PRES,HILLARY_CLINTON,99,50,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,HILLARY CLINTON      and TIM KAINE
000040,PRES,JILL_STEIN,23,126,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,JILL STEIN      and AJAMU BARAKA
000040,PRES,Write-in,8,141,149,0,2SH-1,PRESIDENT AND VICE PRESIDENT,Write-in
